height,weight,label
175, 68, normal
175, 84, fat
156, 65, fat
164, 115, fat
188, 59, thin
186, 52, thin
169, 56, normal
185, 64, normal
183, 63, normal
187, 83, overweight
159, 99, fat
192, 73, normal
159, 70, fat
176, 69, normal
153, 68, fat
195, 117, fat
197, 119, fat
180, 71, normal
151, 47, normal
191, 95, fat
151, 47, normal
171, 117, fat
197, 41, thin
155, 47, normal
196, 88, overweight
177, 65, normal
160, 102, fat
154, 81, fat
161, 80, fat
200, 44, thin
167, 82, fat
175, 81, fat
192, 110, fat
191, 51, thin
158, 65, fat
152, 46, normal
158, 104, fat
184, 50, thin
194, 92, overweight
195, 83, normal
158, 75, fat
160, 40, thin
192, 115, fat
187, 63, thin
153, 83, fat
157, 40, thin
165, 82, fat
188, 52, thin
151, 112, fat
200, 76, normal
160, 64, fat
199, 110, fat
171, 71, overweight
175, 80, fat
185, 43, thin
192, 63, thin
152, 64, fat
186, 119, fat
167, 47, thin
159, 88, fat
181, 79, overweight
154, 61, fat
159, 66, fat
198, 80, normal
150, 55, overweight
184, 91, fat
176, 92, fat
200, 84, normal
176, 114, fat
153, 118, fat
182, 42, thin
156, 100, fat
154, 115, fat
182, 104, fat
151, 85, fat
179, 107, fat
155, 110, fat
158, 103, fat
187, 116, fat
157, 112, fat
154, 99, fat
198, 48, thin
167, 45, thin
195, 110, fat
178, 52, thin
173, 110, fat
150, 45, normal
173, 108, fat
188, 41, thin
167, 58, normal
184, 60, thin
174, 113, fat
191, 77, normal
172, 111, fat
157, 64, fat
197, 68, thin
153, 54, overweight
161, 84, fat
199, 40, thin
184, 95, fat
196, 61, thin
167, 107, fat
178, 42, thin
195, 78, normal
165, 82, fat
176, 79, fat
190, 93, fat
187, 96, fat
170, 50, thin
187, 65, normal
200, 76, normal
161, 106, fat
182, 43, thin
151, 118, fat
179, 70, normal
181, 72, normal
153, 56, overweight
179, 86, fat
169, 50, thin
154, 82, fat
163, 81, fat
181, 84, fat
183, 59, thin
180, 81, fat
200, 80, normal
177, 119, fat
177, 85, fat
161, 100, fat
169, 105, fat
173, 65, normal
186, 80, overweight
150, 98, fat
179, 104, fat
165, 50, thin
185, 110, fat
194, 84, normal
150, 53, overweight
180, 98, fat
157, 53, normal
197, 51, thin
154, 57, overweight
186, 78, normal
194, 86, normal
180, 76, overweight
170, 71, overweight
155, 105, fat
190, 94, fat
159, 86, fat
174, 42, thin
200, 104, fat
194, 112, fat
162, 41, thin
186, 117, fat
183, 75, normal
167, 55, normal
150, 58, fat
174, 61, normal
167, 109, fat
151, 76, fat
182, 60, thin
199, 55, thin
172, 59, normal
174, 60, normal
159, 77, fat
199, 73, thin
169, 87, fat
185, 62, thin
178, 107, fat
162, 109, fat
156, 100, fat
153, 57, overweight
161, 46, thin
173, 72, overweight
182, 84, fat
169, 113, fat
187, 106, fat
175, 77, fat
180, 97, fat
175, 101, fat
195, 59, thin
153, 89, fat
187, 69, normal
162, 62, overweight
181, 46, thin
171, 106, fat
164, 94, fat
154, 59, overweight
186, 96, fat
196, 90, overweight
181, 80, overweight
189, 114, fat
199, 49, thin
179, 106, fat
173, 53, thin
150, 117, fat
172, 73, overweight
193, 100, fat
197, 92, overweight
176, 97, fat
153, 49, normal
165, 55, normal
191, 53, thin
192, 45, thin
183, 115, fat
172, 102, fat
169, 109, fat
153, 83, fat
163, 111, fat
182, 50, thin
180, 45, thin
187, 54, thin
183, 49, thin
156, 61, fat
175, 87, fat
194, 40, thin
175, 47, thin
182, 118, fat
161, 51, normal
195, 79, normal
184, 87, fat
165, 117, fat
195, 102, fat
154, 56, overweight
188, 53, thin
164, 87, fat
175, 80, fat
184, 55, thin
176, 88, fat
162, 89, fat
173, 94, fat
152, 54, overweight
167, 53, normal
175, 68, normal
182, 75, normal
195, 88, overweight
155, 40, thin
177, 47, thin
163, 74, fat
153, 75, fat
200, 65, thin
160, 113, fat
177, 109, fat
154, 63, fat
189, 63, thin
194, 87, overweight
153, 95, fat
151, 71, fat
176, 106, fat
153, 43, thin
189, 96, fat
165, 65, overweight
176, 55, thin
175, 105, fat
172, 59, normal
163, 92, fat
174, 73, overweight
185, 81, overweight
174, 103, fat
200, 89, normal
195, 81, normal
191, 81, normal
151, 111, fat
178, 68, normal
178, 56, thin
200, 96, overweight
175, 43, thin
198, 77, normal
179, 51, thin
175, 111, fat
154, 88, fat
197, 79, normal
173, 58, normal
158, 41, thin
159, 97, fat
162, 65, overweight
185, 101, fat
159, 116, fat
167, 100, fat
178, 84, fat
198, 60, thin
176, 64, normal
153, 65, fat
184, 43, thin
174, 65, normal
177, 43, thin
157, 66, fat
153, 52, normal
168, 56, normal
178, 99, fat
193, 61, thin
184, 71, normal
150, 97, fat
155, 93, fat
190, 82, normal
168, 100, fat
152, 107, fat
162, 100, fat
164, 73, fat
196, 106, fat
164, 42, thin
189, 61, thin
185, 97, fat
190, 57, thin
177, 111, fat
194, 96, fat
195, 75, normal
199, 78, normal
186, 69, normal
184, 47, thin
196, 91, overweight
165, 71, fat
181, 68, normal
184, 102, fat
162, 70, fat
194, 96, fat
155, 50, normal
156, 101, fat
180, 46, thin
156, 42, thin
168, 112, fat
194, 116, fat
190, 48, thin
150, 99, fat
161, 48, normal
154, 48, normal
171, 86, fat
183, 112, fat
184, 50, thin
192, 43, thin
192, 63, thin
150, 73, fat
155, 98, fat
178, 80, fat
170, 77, fat
151, 112, fat
175, 85, fat
165, 117, fat
151, 60, fat
170, 55, normal
179, 57, thin
175, 105, fat
162, 109, fat
158, 111, fat
188, 84, overweight
167, 88, fat
176, 74, overweight
157, 83, fat
162, 49, normal
194, 41, thin
161, 83, fat
168, 47, thin
157, 53, normal
189, 59, thin
196, 54, thin
152, 108, fat
156, 67, fat
150, 88, fat
154, 91, fat
181, 58, thin
190, 66, thin
183, 69, normal
194, 108, fat
198, 49, thin
158, 91, fat
157, 69, fat
165, 96, fat
154, 59, overweight
190, 85, overweight
163, 47, thin
198, 108, fat
161, 47, thin
197, 107, fat
199, 76, normal
184, 80, overweight
154, 50, normal
156, 88, fat
174, 88, fat
162, 65, overweight
170, 112, fat
192, 65, thin
155, 66, fat
167, 75, fat
172, 87, fat
167, 107, fat
183, 114, fat
175, 94, fat
196, 60, thin
165, 43, thin
154, 70, fat
193, 79, normal
179, 112, fat
197, 102, fat
169, 116, fat
164, 48, thin
165, 74, fat
157, 108, fat
176, 81, fat
160, 83, fat
184, 109, fat
173, 93, fat
158, 60, overweight
177, 65, normal
190, 78, normal
182, 84, fat
158, 67, fat
199, 73, thin
198, 57, thin
194, 58, thin
191, 120, fat
153, 59, fat
167, 107, fat
166, 66, overweight
163, 64, overweight
199, 67, thin
174, 51, thin
188, 54, thin
184, 88, fat
150, 91, fat
180, 108, fat
182, 44, thin
183, 85, fat
192, 44, thin
196, 91, overweight
155, 95, fat
156, 61, fat
188, 97, fat
189, 45, thin
170, 74, fat
181, 61, normal
167, 120, fat
153, 116, fat
154, 112, fat
189, 108, fat
168, 80, fat
172, 79, fat
159, 49, normal
190, 53, thin
163, 114, fat
187, 119, fat
184, 116, fat
151, 71, fat
186, 70, normal
159, 46, thin
171, 59, normal
199, 69, thin
178, 115, fat
173, 86, fat
162, 60, normal
165, 62, normal
158, 83, fat
185, 64, normal
176, 46, thin
176, 101, fat
189, 60, thin
196, 45, thin
155, 76, fat
185, 53, thin
194, 88, overweight
170, 40, thin
178, 96, fat
174, 87, fat
167, 106, fat
154, 60, fat
184, 115, fat
193, 57, thin
186, 42, thin
196, 59, thin
196, 77, normal
175, 49, thin
172, 118, fat
155, 73, fat
173, 120, fat
170, 85, fat
158, 94, fat
176, 110, fat
150, 116, fat
192, 78, normal
168, 89, fat
174, 95, fat
180, 85, fat
170, 99, fat
161, 78, fat
191, 98, fat
175, 84, fat
200, 102, fat
168, 111, fat
178, 118, fat
184, 42, thin
151, 60, fat
163, 96, fat
163, 71, fat
157, 67, fat
161, 51, normal
185, 100, fat
195, 57, thin
194, 72, normal
175, 98, fat
189, 111, fat
154, 95, fat
168, 87, fat
175, 44, thin
169, 53, normal
155, 59, overweight
200, 104, fat
198, 74, normal
195, 104, fat
180, 96, fat
167, 58, normal
172, 73, overweight
195, 62, thin
181, 50, thin
197, 42, thin
178, 108, fat
180, 107, fat
178, 91, fat
190, 63, thin
153, 95, fat
191, 90, overweight
161, 117, fat
199, 103, fat
193, 98, fat
175, 120, fat
158, 110, fat
200, 63, thin
154, 47, normal
200, 73, thin
183, 115, fat
169, 74, fat
170, 92, fat
200, 116, fat
172, 60, normal
192, 56, thin
195, 70, thin
178, 59, normal
182, 42, thin
185, 97, fat
166, 88, fat
151, 96, fat
158, 68, fat
186, 61, thin
164, 45, thin
163, 49, thin
151, 112, fat
177, 54, thin
162, 86, fat
196, 53, thin
157, 67, fat
150, 104, fat
183, 79, overweight
196, 75, normal
161, 93, fat
160, 90, fat
193, 62, thin
199, 53, thin
186, 117, fat
170, 93, fat
187, 97, fat
199, 91, overweight
177, 84, fat
187, 110, fat
199, 81, normal
169, 118, fat
171, 110, fat
160, 56, normal
171, 119, fat
196, 117, fat
188, 57, thin
170, 40, thin
183, 87, fat
153, 68, fat
178, 78, overweight
198, 45, thin
197, 70, thin
170, 102, fat
188, 83, overweight
197, 53, thin
184, 64, normal
160, 57, normal
151, 87, fat
156, 106, fat
196, 47, thin
194, 96, fat
166, 48, thin
170, 40, thin
178, 82, fat
176, 53, thin
150, 72, fat
157, 93, fat
185, 77, normal
151, 89, fat
161, 77, fat
152, 85, fat
195, 66, thin
194, 76, normal
200, 53, thin
185, 55, thin
158, 41, thin
156, 116, fat
168, 48, thin
158, 83, fat
161, 90, fat
161, 50, normal
187, 62, thin
154, 42, thin
170, 61, normal
162, 108, fat
170, 114, fat
182, 81, overweight
197, 66, thin
193, 117, fat
180, 76, overweight
197, 106, fat
181, 68, normal
184, 101, fat
158, 61, overweight
153, 111, fat
197, 84, normal
158, 48, normal
156, 58, overweight
185, 86, fat
181, 49, thin
154, 119, fat
162, 98, fat
191, 100, fat
162, 98, fat
187, 105, fat
153, 94, fat
187, 56, thin
188, 60, thin
169, 108, fat
158, 46, thin
180, 42, thin
194, 47, thin
179, 50, thin
162, 84, fat
188, 98, fat
179, 43, thin
180, 120, fat
197, 56, thin
170, 63, normal
151, 94, fat
192, 65, thin
160, 53, normal
181, 75, normal
175, 110, fat
166, 64, overweight
188, 111, fat
199, 72, thin
184, 50, thin
184, 53, thin
197, 101, fat
189, 116, fat
200, 88, normal
188, 49, thin
198, 99, fat
154, 79, fat
160, 78, fat
195, 103, fat
159, 67, fat
188, 54, thin
195, 89, overweight
156, 88, fat
191, 63, thin
184, 93, fat
166, 41, thin
168, 55, normal
170, 73, fat
185, 84, overweight
197, 111, fat
157, 71, fat
170, 115, fat
180, 63, normal
178, 95, fat
170, 50, thin
189, 57, thin
155, 44, thin
156, 45, thin
170, 88, fat
171, 92, fat
160, 100, fat
156, 69, fat
164, 56, normal
196, 51, thin
185, 115, fat
197, 69, thin
187, 51, thin
198, 90, overweight
182, 52, thin
168, 93, fat
155, 92, fat
190, 42, thin
170, 114, fat
159, 105, fat
180, 111, fat
173, 92, fat
164, 50, normal
198, 68, thin
196, 41, thin
155, 61, fat
198, 67, thin
158, 95, fat
179, 118, fat
150, 119, fat
182, 100, fat
172, 100, fat
188, 92, fat
168, 112, fat
164, 67, fat
167, 88, fat
152, 93, fat
194, 113, fat
171, 100, fat
199, 49, thin
177, 100, fat
175, 112, fat
160, 97, fat
168, 103, fat
189, 113, fat
184, 60, thin
182, 115, fat
174, 40, thin
170, 75, fat
184, 86, fat
179, 43, thin
157, 74, fat
179, 66, normal
177, 82, fat
179, 94, fat
195, 63, thin
172, 91, fat
191, 118, fat
158, 107, fat
170, 69, overweight
153, 47, normal
200, 108, fat
172, 61, normal
177, 56, thin
154, 68, fat
199, 43, thin
181, 78, overweight
158, 75, fat
163, 46, thin
200, 95, overweight
194, 40, thin
152, 105, fat
194, 65, thin
151, 71, fat
174, 46, thin
159, 97, fat
178, 79, fat
190, 43, thin
189, 77, normal
188, 66, normal
166, 106, fat
198, 53, thin
158, 88, fat
150, 79, fat
153, 114, fat
187, 109, fat
170, 104, fat
200, 98, overweight
162, 120, fat
189, 43, thin
159, 60, overweight
161, 108, fat
163, 103, fat
159, 72, fat
191, 90, overweight
196, 59, thin
197, 111, fat
171, 71, overweight
160, 55, normal
168, 41, thin
160, 120, fat
197, 48, thin
174, 49, thin
192, 95, fat
176, 78, fat
197, 119, fat
160, 59, overweight
183, 83, overweight
166, 42, thin
161, 81, fat
159, 120, fat
187, 111, fat
186, 69, normal
196, 100, fat
150, 96, fat
171, 95, fat
172, 46, thin
185, 82, overweight
158, 42, thin
185, 61, thin
163, 77, fat
199, 53, thin
165, 92, fat
187, 105, fat
194, 100, fat
153, 66, fat
158, 70, fat
158, 86, fat
194, 65, thin
158, 83, fat
162, 79, fat
176, 42, thin
178, 81, fat
172, 80, fat
186, 92, fat
168, 115, fat
177, 96, fat
153, 49, normal
194, 98, fat
179, 79, overweight
153, 98, fat
199, 116, fat
180, 80, overweight
188, 95, fat
168, 93, fat
175, 69, normal
180, 101, fat
180, 64, normal
162, 69, fat
198, 49, thin
165, 84, fat
170, 45, thin
184, 60, thin
190, 87, overweight
174, 105, fat
153, 115, fat
165, 114, fat
172, 86, fat
192, 120, fat
188, 74, normal
168, 90, fat
171, 116, fat
153, 76, fat
168, 59, normal
159, 117, fat
156, 45, thin
168, 81, fat
199, 80, normal
196, 54, thin
175, 46, thin
185, 43, thin
195, 100, fat
161, 84, fat
166, 92, fat
154, 57, overweight
188, 80, normal
182, 83, fat
159, 120, fat
174, 52, thin
171, 46, thin
158, 89, fat
163, 98, fat
172, 64, normal
167, 44, thin
159, 72, fat
165, 79, fat
170, 117, fat
160, 45, thin
163, 60, normal
161, 47, thin
170, 117, fat
199, 55, thin
150, 94, fat
159, 65, fat
162, 118, fat
181, 116, fat
158, 105, fat
197, 56, thin
200, 53, thin
152, 44, normal
174, 76, fat
184, 104, fat
150, 93, fat
168, 79, fat
188, 88, overweight
193, 51, thin
188, 95, fat
193, 48, thin
190, 48, thin
195, 86, normal
186, 71, normal
167, 114, fat
189, 89, fat
169, 97, fat
185, 43, thin
173, 110, fat
176, 94, fat
171, 111, fat
167, 56, normal
173, 91, fat
162, 62, overweight
157, 52, normal
174, 55, thin
163, 67, fat
189, 115, fat
151, 72, fat
184, 106, fat
189, 50, thin
162, 89, fat
167, 96, fat
192, 94, fat
156, 97, fat
173, 97, fat
156, 87, fat
155, 82, fat
150, 115, fat
166, 41, thin
169, 63, normal
183, 67, normal
173, 60, normal
156, 86, fat
160, 56, normal
151, 115, fat
176, 49, thin
179, 99, fat
165, 95, fat
196, 108, fat
193, 73, normal
182, 100, fat
171, 83, fat
191, 73, normal
168, 66, overweight
175, 46, thin
196, 82, normal
184, 53, thin
169, 80, fat
195, 71, normal
191, 105, fat
165, 59, normal
181, 45, thin
192, 95, fat
164, 96, fat
193, 63, thin
184, 89, fat
160, 115, fat
151, 75, fat
179, 94, fat
151, 89, fat
179, 62, normal
172, 49, thin
188, 104, fat
162, 91, fat
200, 76, normal
154, 59, overweight
193, 86, overweight
167, 104, fat
158, 84, fat
151, 78, fat
200, 51, thin
189, 101, fat
179, 94, fat
167, 120, fat
184, 107, fat
178, 65, normal
192, 113, fat
160, 105, fat
162, 70, fat
192, 94, fat
162, 87, fat
173, 118, fat
194, 56, thin
198, 109, fat
200, 66, thin
179, 44, thin
192, 52, thin
190, 75, normal
183, 120, fat
196, 95, overweight
168, 119, fat
162, 73, fat
163, 76, fat
169, 71, overweight
171, 69, overweight
193, 54, thin
172, 56, normal
180, 75, overweight
199, 46, thin
177, 89, fat
158, 46, thin
162, 96, fat
175, 56, thin
168, 82, fat
165, 83, fat
189, 93, fat
196, 40, thin
160, 89, fat
188, 104, fat
155, 63, fat
159, 90, fat
180, 103, fat
186, 73, normal
173, 113, fat
185, 111, fat
198, 96, overweight
189, 75, normal
167, 99, fat
158, 96, fat
169, 77, fat
193, 89, overweight
163, 71, fat
153, 80, fat
186, 88, fat
159, 40, thin
155, 114, fat
165, 107, fat
182, 114, fat
195, 111, fat
153, 47, normal
179, 68, normal
151, 110, fat
178, 58, thin
180, 102, fat
166, 67, overweight
179, 45, thin
165, 105, fat
181, 40, thin
174, 107, fat
184, 88, fat
159, 40, thin
159, 105, fat
198, 108, fat
195, 97, fat
189, 99, fat
185, 62, thin
173, 74, overweight
179, 82, fat
170, 116, fat
182, 115, fat
151, 113, fat
193, 94, fat
160, 72, fat
186, 77, normal
178, 113, fat
187, 68, normal
163, 65, overweight
174, 107, fat
169, 56, normal
168, 66, overweight
152, 81, fat
192, 51, thin
177, 80, fat
152, 116, fat
178, 60, normal
196, 88, overweight
196, 61, thin
196, 51, thin
167, 62, normal
153, 84, fat
198, 52, thin
175, 109, fat
182, 64, normal
152, 120, fat
198, 74, normal
167, 43, thin
195, 86, normal
160, 92, fat
199, 118, fat
199, 106, fat
185, 59, thin
179, 87, fat
175, 117, fat
152, 107, fat
181, 87, fat
200, 49, thin
183, 93, fat
196, 90, overweight
192, 72, normal
167, 61, normal
156, 119, fat
169, 53, normal
159, 51, normal
166, 80, fat
167, 49, thin
195, 60, thin
154, 73, fat
192, 73, normal
189, 107, fat
200, 78, normal
155, 40, thin
169, 114, fat
167, 113, fat
200, 105, fat
196, 118, fat
198, 91, overweight
155, 50, normal
162, 91, fat
189, 68, normal
184, 58, thin
195, 102, fat
175, 73, overweight
171, 46, thin
199, 112, fat
183, 63, normal
191, 120, fat
180, 117, fat
194, 57, thin
157, 91, fat
173, 84, fat
162, 55, normal
195, 74, normal
150, 80, fat
153, 99, fat
167, 113, fat
181, 92, fat
172, 120, fat
162, 44, thin
166, 82, fat
165, 97, fat
179, 93, fat
182, 65, normal
182, 66, normal
178, 56, thin
168, 99, fat
177, 80, fat
199, 70, thin
169, 95, fat
163, 84, fat
167, 102, fat
188, 77, normal
195, 70, thin
157, 90, fat
198, 59, thin
164, 117, fat
191, 77, normal
178, 100, fat
192, 80, normal
178, 55, thin
156, 77, fat
185, 88, fat
173, 115, fat
196, 111, fat
164, 49, thin
165, 51, normal
184, 66, normal
155, 87, fat
160, 43, thin
162, 45, thin
188, 48, thin
167, 89, fat
162, 115, fat
194, 62, thin
185, 48, thin
157, 96, fat
173, 105, fat
162, 114, fat
154, 89, fat
171, 43, thin
153, 89, fat
167, 108, fat
189, 112, fat
154, 42, thin
175, 106, fat
181, 49, thin
154, 79, fat
163, 45, thin
190, 98, fat
200, 49, thin
157, 88, fat
189, 120, fat
153, 84, fat
154, 64, fat
169, 45, thin
173, 42, thin
155, 56, overweight
154, 74, fat
161, 46, thin
154, 49, normal
159, 93, fat
193, 83, normal
185, 115, fat
155, 76, fat
191, 56, thin
191, 88, overweight
179, 118, fat
195, 82, normal
156, 46, normal
181, 105, fat
164, 118, fat
195, 86, normal
163, 46, thin
160, 88, fat
197, 110, fat
162, 88, fat
178, 99, fat
196, 47, thin
159, 80, fat
163, 83, fat
179, 68, normal
150, 73, fat
154, 96, fat
188, 100, fat
191, 77, normal
153, 90, fat
166, 100, fat
171, 118, fat
181, 98, fat
181, 77, overweight
154, 49, normal
151, 72, fat
162, 70, fat
177, 82, fat
191, 53, thin
165, 93, fat
151, 112, fat
160, 57, normal
198, 75, normal
190, 66, thin
191, 86, overweight
168, 52, thin
200, 76, normal
197, 104, fat
158, 43, thin
174, 69, normal
186, 73, normal
193, 84, normal
177, 58, normal
190, 105, fat
156, 97, fat
165, 50, thin
189, 102, fat
169, 92, fat
188, 46, thin
155, 67, fat
156, 87, fat
152, 106, fat
185, 101, fat
172, 59, normal
151, 70, fat
194, 91, overweight
172, 111, fat
183, 65, normal
186, 106, fat
175, 120, fat
193, 106, fat
182, 73, normal
186, 52, thin
165, 89, fat
182, 50, thin
171, 113, fat
197, 100, fat
183, 40, thin
175, 84, fat
169, 110, fat
154, 66, fat
176, 118, fat
185, 57, thin
190, 104, fat
190, 41, thin
191, 116, fat
195, 69, thin
181, 60, thin
150, 66, fat
169, 43, thin
170, 109, fat
187, 43, thin
177, 98, fat
180, 55, thin
164, 101, fat
196, 70, thin
185, 80, overweight
171, 75, fat
189, 73, normal
152, 88, fat
176, 59, normal
195, 90, overweight
187, 41, thin
166, 50, thin
175, 62, normal
166, 44, thin
194, 107, fat
177, 84, fat
157, 69, fat
192, 115, fat
186, 114, fat
184, 107, fat
167, 116, fat
166, 75, fat
154, 109, fat
175, 73, overweight
163, 69, fat
165, 119, fat
169, 75, fat
180, 62, normal
170, 64, normal
168, 42, thin
197, 66, thin
156, 106, fat
180, 79, overweight
193, 48, thin
158, 44, thin
183, 61, thin
168, 44, thin
151, 63, fat
153, 93, fat
155, 117, fat
195, 117, fat
172, 74, fat
183, 65, normal
178, 74, overweight
180, 60, normal
150, 97, fat
168, 66, overweight
177, 68, normal
180, 94, fat
179, 111, fat
171, 72, overweight
169, 111, fat
167, 80, fat
197, 99, fat
188, 67, normal
195, 54, thin
166, 97, fat
162, 80, fat
179, 75, overweight
155, 93, fat
173, 78, fat
175, 88, fat
156, 74, fat
179, 48, thin
190, 60, thin
197, 58, thin
183, 84, fat
167, 55, normal
183, 113, fat
186, 112, fat
182, 90, fat
159, 57, normal
153, 50, normal
191, 82, normal
169, 108, fat
195, 77, normal
182, 61, thin
170, 59, normal
177, 117, fat
169, 41, thin
156, 62, fat
164, 85, fat
157, 117, fat
151, 94, fat
188, 51, thin
169, 63, normal
186, 67, normal
165, 90, fat
168, 50, thin
168, 88, fat
173, 89, fat
181, 81, overweight
156, 80, fat
191, 56, thin
159, 58, overweight
173, 111, fat
165, 89, fat
166, 88, fat
185, 60, thin
193, 92, overweight
156, 40, thin
159, 109, fat
184, 116, fat
155, 111, fat
190, 108, fat
194, 44, thin
154, 110, fat
187, 111, fat
167, 116, fat
186, 115, fat
200, 94, overweight
161, 59, normal
184, 51, thin
171, 74, fat
192, 112, fat
185, 76, normal
177, 97, fat
178, 63, normal
164, 108, fat
183, 66, normal
157, 90, fat
154, 74, fat
168, 91, fat
185, 91, fat
171, 91, fat
178, 60, normal
189, 59, thin
195, 48, thin
156, 101, fat
167, 114, fat
152, 112, fat
184, 114, fat
173, 44, thin
199, 102, fat
176, 57, thin
165, 47, thin
151, 72, fat
196, 44, thin
163, 79, fat
170, 102, fat
172, 72, overweight
163, 69, fat
195, 112, fat
185, 117, fat
184, 101, fat
183, 117, fat
200, 72, thin
191, 87, overweight
156, 56, overweight
150, 80, fat
168, 71, fat
185, 110, fat
198, 107, fat
156, 116, fat
151, 40, thin
163, 73, fat
176, 40, thin
158, 40, thin
195, 86, normal
199, 66, thin
152, 97, fat
176, 119, fat
153, 93, fat
177, 53, thin
160, 90, fat
190, 85, overweight
192, 88, overweight
169, 99, fat
195, 104, fat
159, 53, normal
165, 92, fat
188, 97, fat
196, 81, normal
189, 105, fat
197, 77, normal
168, 99, fat
156, 52, normal
195, 77, normal
162, 75, fat
183, 99, fat
168, 118, fat
153, 49, normal
185, 47, thin
177, 51, thin
185, 103, fat
164, 40, thin
173, 88, fat
173, 120, fat
194, 96, fat
164, 70, fat
171, 43, thin
180, 102, fat
171, 53, thin
185, 78, normal
163, 86, fat
161, 43, thin
152, 109, fat
192, 100, fat
153, 73, fat
176, 45, thin
156, 45, thin
186, 82, overweight
177, 44, thin
184, 89, fat
158, 52, normal
165, 99, fat
161, 98, fat
193, 107, fat
185, 99, fat
173, 90, fat
174, 94, fat
172, 52, thin
167, 43, thin
193, 55, thin
166, 55, normal
199, 106, fat
188, 74, normal
156, 91, fat
188, 69, normal
178, 64, normal
164, 69, fat
192, 60, thin
183, 52, thin
160, 93, fat
157, 75, fat
154, 62, fat
164, 51, normal
197, 49, thin
172, 72, overweight
184, 80, overweight
152, 73, fat
185, 99, fat
161, 107, fat
175, 83, fat
167, 41, thin
173, 74, overweight
156, 82, fat
161, 56, normal
164, 106, fat
173, 49, thin
183, 113, fat
168, 99, fat
181, 62, normal
188, 45, thin
191, 51, thin
165, 87, fat
184, 45, thin
166, 119, fat
199, 92, overweight
184, 118, fat
177, 117, fat
183, 58, thin
167, 56, normal
167, 74, fat
185, 48, thin
159, 50, normal
153, 111, fat
174, 85, fat
181, 109, fat
157, 107, fat
162, 97, fat
185, 67, normal
199, 59, thin
189, 120, fat
178, 84, fat
162, 106, fat
199, 51, thin
166, 59, normal
168, 58, normal
182, 65, normal
189, 93, fat
194, 85, normal
152, 74, fat
169, 42, thin
178, 80, fat
163, 72, fat
160, 71, fat
173, 55, thin
184, 41, thin
193, 71, normal
177, 72, overweight
177, 51, thin
175, 58, normal
169, 112, fat
182, 53, thin
163, 83, fat
184, 40, thin
159, 114, fat
151, 46, normal
161, 113, fat
184, 53, thin
163, 78, fat
199, 107, fat
174, 78, fat
184, 119, fat
186, 48, thin
190, 40, thin
165, 71, fat
154, 93, fat
194, 60, thin
200, 88, normal
199, 84, normal
181, 55, thin
175, 76, overweight
186, 82, overweight
159, 112, fat
193, 112, fat
200, 65, thin
184, 60, thin
188, 85, overweight
159, 91, fat
166, 84, fat
191, 59, thin
187, 45, thin
153, 75, fat
164, 109, fat
166, 75, fat
197, 61, thin
183, 77, overweight
198, 88, normal
183, 51, thin
153, 105, fat
184, 97, fat
165, 102, fat
174, 72, overweight
157, 85, fat
164, 93, fat
175, 120, fat
161, 120, fat
198, 76, normal
187, 74, normal
190, 76, normal
168, 112, fat
156, 68, fat
161, 118, fat
173, 46, thin
154, 115, fat
200, 71, thin
168, 110, fat
161, 118, fat
198, 101, fat
151, 88, fat
162, 111, fat
186, 111, fat
200, 109, fat
183, 80, overweight
150, 47, normal
174, 118, fat
184, 80, overweight
188, 116, fat
180, 75, overweight
177, 102, fat
154, 44, normal
152, 75, fat
156, 112, fat
196, 81, normal
169, 86, fat
173, 89, fat
180, 86, fat
163, 106, fat
167, 95, fat
170, 53, thin
153, 66, fat
172, 88, fat
196, 66, thin
198, 52, thin
150, 44, normal
174, 115, fat
162, 74, fat
198, 90, overweight
169, 49, thin
186, 112, fat
199, 45, thin
153, 63, fat
196, 105, fat
160, 55, normal
150, 48, normal
192, 77, normal
194, 56, thin
150, 44, normal
165, 95, fat
199, 91, overweight
160, 69, fat
183, 77, overweight
180, 120, fat
152, 43, normal
194, 117, fat
191, 64, thin
157, 61, overweight
169, 42, thin
184, 85, fat
169, 63, normal
175, 40, thin
157, 53, normal
161, 67, fat
154, 95, fat
177, 111, fat
159, 72, fat
193, 105, fat
189, 78, normal
184, 86, fat
164, 61, normal
200, 98, overweight
185, 101, fat
157, 40, thin
152, 59, fat
179, 70, normal
185, 91, fat
169, 101, fat
164, 41, thin
158, 87, fat
154, 71, fat
189, 91, fat
168, 50, thin
191, 110, fat
174, 79, fat
169, 47, thin
181, 72, normal
181, 111, fat
177, 65, normal
197, 114, fat
196, 107, fat
180, 70, normal
168, 66, overweight
152, 51, normal
154, 51, normal
159, 98, fat
168, 108, fat
157, 42, thin
192, 100, fat
168, 78, fat
154, 106, fat
156, 115, fat
166, 72, fat
164, 111, fat
157, 79, fat
184, 81, overweight
166, 104, fat
192, 92, fat
192, 93, fat
158, 113, fat
198, 108, fat
181, 94, fat
164, 73, fat
179, 106, fat
183, 60, thin
182, 76, overweight
194, 94, fat
188, 116, fat
158, 107, fat
176, 62, normal
190, 45, thin
184, 76, normal
165, 56, normal
164, 69, fat
175, 68, normal
199, 46, thin
192, 108, fat
180, 46, thin
165, 79, fat
189, 100, fat
198, 66, thin
161, 87, fat
194, 52, thin
161, 61, overweight
157, 84, fat
187, 107, fat
183, 111, fat
166, 76, fat
166, 77, fat
157, 42, thin
198, 70, thin
195, 61, thin
199, 105, fat
